WindowNumber,WindowAreaSum,WindowAreaAvg,DistanceToWindowSum,DistanceToWindowAvg,ViewVectorandWindowCenterAngleAvg,RoomWidth,RoomHeight,RoomDepth,RoomVolume,WholeRoomVolume,WindowToWallRatio,VWindowDispersion,HWindowDispersion,WindowLengthSum,WindowLengthAvg,WindowHeightSum,WindowHeightAvg,AspectRatioAvg,WindowHorizontalAngleSum,WindowHorizontalAngleAvg,WindowVerticalAngleSum,WindowVerticalAngleAvg,HViewAngle,VViewAngle,Z1PtsCount,Z2PtsCount,Z2PtsCountZ1PtsCount,Z3PtsCount,Z4PtsCount,Z1PtsCountRatio,Z2PtCountRatio,Z2PtsCountZ1PtsCountRatio,Z3PtsCountRatio,Z4PtsCountRatio,BuildingPtsCount,EquipmentPtsCount,TreePtsCount,PavementPtsCount,GrassPtsCount,WaterPtsCount,DynamicPtsCount,TreePtsCountGrassPtsCount,SkyPtsCount,BuildingPtsCountRatio,EquipmentPtsCountRatio,TreePtsCountRatio,PavementPtsCountRatio,GrassPtsCountRatio,WaterPtsCountRatio,DynamicPtsRatio,TreePtsCountGrassPtsCountRatio,SkyPtsCountRatio,BuildingIsClosest,EquipmentIsClosest,TreeIsClosest,DynamicIsClosest,SkyIsClosest,ClosestObjectDist,ElementNumber,FloorHeights,BuildingClosestDist,EquipmentClosestDist,TreeClosestDist,GrassClosestDist,WaterClosestDist,NatureClosestDist,DynamicClosestDist,SkyClosestDist,SkyCondition,ViewContent,ViewAccess,Privacy,OverallRating
1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,10551,0,6434,321,0,0,330,6434,256,0.589704896,0,0.359602057,0.017940979,0,0,0.018443997,0.359602057,0.014308071,0,0,0,1,0,24.35217451,5,4.393107414,30.51896935,50000,26.94679602,50000,50000,26.94679602,24.35217451,56206.67087,1,-1.46,-1,-1.34,-1.26
1,9.600000954,9.600000954,3.920459157,15.68183663,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,32792,1143,4064,0,0,0,0,4064,3152,0.796870064,0.027775753,0.098758232,0,0,0,0,0.098758232,0.076595951,0,0,1,0,0,4.899393661,4,1.403300293,4.911716004,4.911716004,4.899393661,50000,50000,4.899393661,50000,51187.75933,0,-2.55,1.5,-1.35,-0.675
2,6.600000298,3.300000149,8.130344396,24.39103319,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,23282,1143,2882,0,0,0,0,2882,1073,0.820366455,0.040274841,0.101550388,0,0,0,0,0.101550388,0.037808316,0,0,1,0,0,4.899393661,4,1.403300293,4.920448373,4.911716004,4.899393661,50000,50000,4.899393661,50000,53580.88408,0,-0.083333333,1.883333333,-0.716666667,0.533333333
3,5.760000315,1.920000105,12.50512484,20.84187473,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,19281,927,3119,0,0,0,0,3119,1290,0.783239225,0.037656904,0.12670106,0,0,0,0,0.12670106,0.052402811,0,0,1,0,0,4.899393661,4,1.403300293,4.911716004,4.911716004,4.899393661,50000,50000,4.899393661,50000,51800.63832,0,-1.52,1.64,-0.22,0.92
1,13.44000098,13.44000098,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.9E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,39594,1593,11992,928,0,0,0,11992,3632,0.685741007,0.027589671,0.20769324,0.016072325,0,0,0,0.20769324,0.062903757,0,0,1,0,0,4.899393661,5,1.403300293,4.91996271,4.911716004,4.899393661,50000,50000,4.899393661,50000,51015.42988,0,-1.54,1.42,-2.36,-0.68
1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,24437,1593,6383,526,0,0,0,6383,908,0.721984223,0.047064732,0.188583922,0.015540521,0,0,0,0.188583922,0.026826602,0,0,1,0,0,4.899393661,5,1.403300293,4.914438616,4.911716004,4.899393661,50000,50000,4.899393661,50000,55338.2925,0,-4,0.14,-4.8,-4.12
3,10.08000007,3.360000024,12.25703297,12.25703297,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,30738,1593,9078,682,0,0,0,9078,1168,0.710557341,0.036824707,0.209852285,0.015765505,0,0,0,0.209852285,0.027000162,0,0,1,0,0,4.899393661,5,1.403300293,4.915537507,4.911716004,4.899393661,50000,50000,4.899393661,50000,52745.46011,0,-1.333333333,1.733333333,-2.533333333,-1.3
1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,22497,1089,1575,0,0,0,0,1575,1038,0.858696897,0.041566472,0.060116798,0,0,0,0,0.060116798,0.039619833,0,0,1,0,0,4.899393661,4,1.403300293,4.911716004,4.911716004,4.899393661,50000,50000,4.899393661,50000,54747.6447,0,-5,-4.3,-5,-4.4
2,6.600000298,3.300000149,8.130344396,12.19551659,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,20017,0,1065,750,405,0,397,1470,5746,0.705320648,0,0.037526427,0.026427061,0.014270613,0,0.013988724,0.05179704,0.202466526,1,0,0,0,0,98.80576356,6,19.10230446,98.80576356,50000,99.66594931,162.0788396,50000,99.66594931,169.7301167,54431.92583,2,2.633333333,2.266666667,1,2.9
3,5.760000315,1.920000105,12.50512484,25.01024968,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,17548,0,431,648,407,0,893,838,4690,0.71284072,0,0.017508226,0.026323273,0.01653329,0,0.036275744,0.034041516,0.190518747,1,0,0,0,0,86.30889179,6,19.10230446,86.30889179,50000,126.7727056,167.7707751,50000,126.7727056,166.378144,52558.71561,2,1.116666667,0.616666667,1.133333333,1.616666667
1,13.44000098,13.44000098,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.9E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,31230,0,1798,8031,3365,0,4381,5163,8934,0.540882246,0,0.031140131,0.139091429,0.058279499,0,0.075875924,0.08941963,0.154730771,0,0,0,1,0,73.12924202,6,19.10230446,89.03416414,50000,91.0163811,70.78660675,50000,70.78660675,73.12924202,52340.00824,2,1.45,3.575,2.275,1.775
1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,20019,0,1668,4881,3012,0,1444,4680,2823,0.591455668,0,0.049280586,0.144207758,0.088988684,0,0.04266257,0.138269271,0.083404733,0,0,0,1,0,75.51045755,6,19.10230446,116.7986974,50000,90.38086549,70.12475288,50000,70.12475288,75.51045755,56015.68486,2,1.42,3.06,-1.46,1.04
3,10.08000007,3.360000024,12.25703297,20.42838828,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,24077,0,1136,6586,2751,0,2544,3887,6165,0.556577822,0,0.026260431,0.152245775,0.063593703,0,0.058808572,0.089854134,0.142513697,0,0,0,1,0,71.8514145,6,19.10230446,92.71052407,50000,86.56530017,70.67655911,50000,70.67655911,71.8514145,53509.45531,2,2.06,2.38,0.62,1.36
2,9.240000009,4.620000005,8.04005597,20.10013993,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,22087,0,1798,6368,2784,0,1774,4582,5009,0.55467102,0,0.045153189,0.159919638,0.069914616,0,0.044550477,0.115067805,0.12579106,0,0,0,1,0,73.23129546,6,19.10230446,99.30872134,50000,91.0163811,71.53294357,50000,71.53294357,73.23129546,54856.80208,2,1.64,2.74,1.12,2.28
1,4.159999909,4.159999909,3.902883549,15.6115342,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,16214,0,705,239,95,0,268,800,371,0.906215068,0,0.039403085,0.013357925,0.005309636,0,0.014978761,0.044712721,0.020735524,1,0,0,0,0,105.4022412,6,19.10230446,105.4022412,50000,131.0457577,187.7300018,50000,131.0457577,194.5085502,56208.0727,2,2.475,-0.3,2.075,1.925
1,9.600000954,9.600000954,3.920459157,19.60229579,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,16636,0,1942,3239,0,0,3251,1942,16083,0.404267211,0,0.047192049,0.078710116,0,0,0.079001725,0.047192049,0.390828898,0,0,0,1,0,73.14029693,5,0,114.8320316,50000,140.5112624,50000,50000,140.5112624,73.14029693,53775.8938,1,3.06,3.92,0.8,2.08
2,6.600000298,3.300000149,8.130344396,12.19551659,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,10524,0,1641,2147,0,0,2311,1641,11757,0.370824524,0,0.05782241,0.075651868,0,0,0.081430585,0.05782241,0.414270613,0,0,0,1,0,70.49296614,5,0,118.236447,50000,140.2541194,50000,50000,140.2541194,70.49296614,54923.46339,1,-1.933333333,1.733333333,0.533333333,-0.5
3,5.760000315,1.920000105,12.50512484,12.50512484,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,13037,0,1155,2285,0,0,2570,1155,5570,0.52959337,0,0.046918796,0.092822034,0,0,0.104399399,0.046918796,0.226266401,0,0,0,1,0,75.50411217,5,0,114.4352964,50000,154.015697,50000,50000,154.015697,75.50411217,55530.02287,1,2.633333333,2.033333333,2.433333333,1.933333333
1,13.44000098,13.44000098,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.9E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,16636,0,1942,10701,1972,0,10405,3914,16083,0.288124145,0,0.033634112,0.185334003,0.034153692,0,0.180207485,0.067787804,0.278546563,0,0,0,1,0,43.78519196,6,0,114.8320316,50000,140.5112624,33.59163818,50000,33.59163818,43.78519196,53775.8938,1,-0.025,1.925,-3,-0.175
1,7.840000129,7.840000129,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,5854,0,1942,7158,1246,0,5762,3188,11885,0.172954767,0,0.057375838,0.211481077,0.036812716,0,0.170236653,0.094188554,0.351138949,0,0,0,1,0,44.75118357,6,0,123.0724338,50000,140.5112624,33.57315268,50000,33.57315268,44.75118357,56672.30213,1,1.525,2.575,1.65,2.3
3,10.08000007,3.360000024,12.25703297,20.42838828,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,11919,0,1155,7820,1563,0,8103,2718,12699,0.27552648,0,0.026699646,0.180771631,0.03613121,0,0.187313623,0.062830856,0.29355741,0,0,0,1,0,44.86088957,6,0,116.6649728,50000,154.015697,33.59689467,50000,33.59689467,44.86088957,54304.74244,1,1.66,2.76,-2.38,0.96
2,9.240000009,4.620000005,8.04005597,20.10013993,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,9500,0,1851,7640,1323,0,7104,3174,12402,0.238573581,0,0.046484179,0.191863385,0.03322451,0,0.178402813,0.079708689,0.311451532,0,0,0,1,0,44.69535113,6,0,119.0521001,50000,140.3190964,33.57584785,50000,33.57584785,44.69535113,55393.65768,1,2.08,2.66,-0.88,1.14
4,7.919999485,1.979999871,16.55703297,16.55703297,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,12668,0,1526,5344,0,0,5593,1526,8949,0.371713615,0,0.044776995,0.156807512,0,0,0.16411385,0.044776995,0.262588028,0,0,0,1,0,44.57691666,5,0,116.8423967,50000,140.3050525,50000,50000,140.3050525,44.57691666,54984.23336,1,0,2.05,-1.175,-0.275
1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,7637,0,1942,2231,0,0,1371,1942,4711,0.426838811,0,0.10854013,0.1246926,0,0,0.076626425,0.10854013,0.263302034,0,0,0,1,0,100.2638652,5,0,120.4885593,50000,140.5112624,50000,50000,140.5112624,100.2638652,58241.59306,1,1.04,0.94,0.42,1.04
1,9.600000954,9.600000954,3.920459157,19.60229579,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,40016,0,0,1042,68,0,0,68,25,0.972418653,0,0,0.025321377,0.001652451,0,0,0.001652451,0.000607519,1,0,0,0,0,15.35754309,4,0,15.35754309,50000,50000,48.16853208,50000,48.16853208,50000,56755.9642,0,-2.88,2.3,-0.14,-1.44
2,6.600000298,3.300000149,8.130344396,20.32586099,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,27641,0,0,705,9,0,0,9,25,0.973960536,0,0,0.024841438,0.000317125,0,0,0.000317125,0.000880902,1,0,0,0,0,17.89811792,3,0,17.89811792,50000,50000,47.55647958,50000,47.55647958,50000,56755.9642,0,-0.9,0.1,0.96,0.82
3,5.760000315,1.920000105,12.50512484,16.67349978,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,23787,0,0,762,68,0,0,68,0,0.966283463,0,0,0.030954219,0.002762319,0,0,0.002762319,0,1,0,0,0,0,13.49865965,3,0,13.49865965,50000,50000,48.16853208,50000,48.16853208,50000,50000,0,-1.9,0.125,0.625,-1.4
3,10.08000007,3.360000024,12.25703297,12.25703297,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,34236,0,0,4181,1192,0,3639,1192,11,0.791419127,0,0,0.096650408,0.02755496,0,0.084121223,0.02755496,0.000254282,1,0,0,0,0,15.10273554,5,0,15.10273554,50000,50000,21.06244146,50000,21.06244146,17.81267533,56996.19761,0,-3.433333333,3.7,-3.633333333,-3.466666667
4,7.919999485,1.979999871,16.55703297,20.69629121,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,28940,0,0,2918,460,0,1762,460,0,0.849178404,0,0,0.085622066,0.013497653,0,0.051701878,0.013497653,0,1,0,0,0,0,15.48413609,4,0,15.48413609,50000,50000,24.43406638,50000,24.43406638,19.31882708,50000,0,-2.76,0.54,-0.46,-1.52
1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,17783,0,0,100,9,0,0,9,0,0.993907892,0,0,0.00558909,0.000503018,0,0,0.000503018,0,1,0,0,0,0,22.14867511,2,0,22.14867511,50000,50000,56.4733195,50000,56.4733195,50000,50000,0,2.4,1.56,3.96,2.68
1,9.600000954,9.600000954,3.920459157,19.60229579,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,7325,0,21221,1822,4557,0,1752,25778,4474,0.178002965,0,0.515686132,0.044275959,0.1107385,0,0.042574907,0.626424631,0.108721538,0,0,0,1,0,9.937053865,6,1.700000003,38.80193679,50000,25.28503331,18.28981246,50000,18.28981246,9.937053865,51321.52026,2,-3.56,2.06,-2.48,-2.66
2,6.600000298,3.300000149,8.130344396,24.39103319,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,4626,0,16425,1142,2822,0,1686,19247,1679,0.163002114,0,0.578752643,0.040239605,0.099436223,0,0.059408034,0.678188865,0.059161381,0,0,0,1,0,9.937053865,6,1.700000003,38.82872096,50000,25.28503331,18.25780612,50000,18.25780612,9.937053865,53465.49202,2,-3.15,0.183333333,-2.916666667,-1.75
3,5.760000315,1.920000105,12.50512484,20.84187473,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,5336,0,11571,1499,3729,0,841,15300,1641,0.216760775,0,0.470041029,0.060892879,0.151480684,0,0.034163383,0.621521713,0.06666125,0,0,0,1,0,9.937053865,6,1.700000003,38.76993946,50000,25.28503331,18.28768028,50000,18.28768028,9.937053865,51739.98797,2,-3.22,2.02,-3.04,-3.22
1,13.44000098,13.44000098,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.9E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,7325,0,21221,17690,4557,0,2472,25778,4474,0.126863991,0,0.36753321,0.306378704,0.078924124,0,0.04281335,0.446457334,0.077486621,0,0,0,1,0,9.937053865,6,1.700000003,38.80193679,50000,25.28503331,18.28981246,50000,18.28981246,9.937053865,51321.52026,2,-2.42,3.08,-2.68,-2.22
1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,2549,0,15912,9902,2200,0,2472,18112,812,0.075309481,0,0.47011552,0.292551777,0.064998375,0,0.073034538,0.535113895,0.023990309,0,0,0,1,0,9.937053865,6,1.700000003,38.82487242,50000,25.28503331,18.27205729,50000,18.27205729,9.937053865,55133.27712,2,-2.1,1.34,-3.02,-2.28
3,10.08000007,3.360000024,12.25703297,16.34271062,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,6006,0,16454,13370,3550,0,1550,20004,2329,0.138838161,0,0.380360156,0.309068633,0.082063848,0,0.035830694,0.462424004,0.053838508,0,0,0,1,0,9.958423873,6,1.700000003,38.82546133,50000,25.28503331,18.32976506,50000,18.32976506,9.958423873,52614.93794,2,-2.75,1.7,-4,-3.025
1,6.080000396,6.080000396,3.925875698,15.70350279,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,3583,0,17267,155,2613,0,1399,19880,1182,0.136760945,0,0.659070957,0.005916256,0.099736631,0,0.053398985,0.758807588,0.045116226,0,0,0,1,0,9.937053865,6,1.700000003,38.8814488,50000,25.28503331,18.21848857,50000,18.21848857,9.937053865,54525.24851,2,-3.05,-0.525,-2.1,-1.9
2,9.240000009,4.620000005,8.04005597,20.10013993,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,4294,0,16986,11849,2754,0,2472,19740,1465,0.107835259,0,0.426569563,0.297564038,0.069161226,0,0.062079357,0.495730789,0.036790558,0,0,0,1,0,9.937053865,6,1.700000003,38.84358672,50000,25.28503331,18.23715613,50000,18.23715613,9.937053865,53891.17269,2,-2.58,2.06,-1.64,-2.1
4,7.919999485,1.979999871,16.55703297,16.55703297,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,5531,0,15410,8669,2115,0,1595,17525,760,0.162294601,0,0.452171362,0.254372066,0.062059859,0,0.046801643,0.514231221,0.022300469,0,0,0,1,0,9.937053865,6,1.700000003,38.80872899,50000,25.29050271,22.15033859,50000,22.15033859,9.937053865,53027.36139,2,0.225,2.25,-1.175,-0.075
1,9.600000954,9.600000954,3.920459157,11.76137747,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,35127,0,4510,0,0,0,0,4510,1514,0.853612306,0,0.109596365,0,0,0,0,0.109596365,0.036791329,1,0,0,0,0,13.42687368,3,6.021242619,13.42687368,50000,18.20055297,50000,50000,18.20055297,50000,56255.89107,0,-2.2,0.9,-3.433333333,-2.6
2,6.600000298,3.300000149,8.130344396,24.39103319,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,24792,0,2456,0,0,0,0,2456,1132,0.873572939,0,0.086539817,0,0,0,0,0.086539817,0.039887245,1,0,0,0,0,15.53792917,3,6.021242619,15.53792917,50000,18.45434817,50000,50000,18.45434817,50000,55946.78577,0,-0.35,0.85,-0.466666667,0.216666667
